Category,Sub-Category,Product ID (SKU),Product image,PIC,Product name,Brand,Description,Size,Original_Price,Discount (If any),Current price,Sale link (central online link)
Men,,CDS10007655,https://assets.central.co.th/adobe/dynamicmedia/deliver/dm-aid--15e5bcbc-5572-4f78-b0b1-0e83ed2b1362/defry01-mensweatershirtcollar-cds10007655-1.jpg?preferwebp=true&quality=85,Picture,เสื้อสเวตเตอร์ผู้ชาย คอปก,defry_01,"เสื้อสเวตเตอร์ผู้ชาย คอปก
เสื้อคุณภาพดีที่ตอบโจทย์ไลฟ์สไตล์ที่หลากหลายของผู้สวมใส่ ผลิตจากเนื้อผ้า Cotton100% ด้วยเนื้อผ้าเฉพาะตัวของแบรนด์ DeFry 01 ที่ใส่ใจในทุกกระบวนการผลิตตั้งแต่เป็นผืนผ้า เพื่อให้ได้เนื้อผ้าคุณภาพดีมีความนุ่มฟู น่าสัมผัส โดยผ่านกระบวนการฟอกอีกครั้งเพื่อเพิ่มความนุ่มยิ่งขึ้น ทำให้คุณสวมใส่สบายไม่ระคายผิวได้ตลอดทั้งวัน และสามารถทำกิจกรรมต่างๆได้อย่างมั่นใจ

รายละเอียดผลิตภัณฑ์


เหมาะกับกิจกรรม : ทั่วไป
โอกาสที่สวมใส่ : ลำลอง
เพศ : ผู้ชาย
อายุ : ผู้ใหญ่
สี : เขียว
ขนาดเสื้อผ้า : XL
มาตรฐานไซส์ : US
วัสดุผ้า : ฝ้าย/ คอตตอน


คำแนะนำ:สีของผลิตภัณฑ์ที่แสดงบนเว็บไซต์อาจมีความแตกต่างกัน จากการตั้งค่าการแสดงผลของแต่ละหน้าจอ",XL,1590,,,
Men,,CDS10007822,https://assets.central.co.th/emiliovalentino-menshirtregularfitshortsleeve-CDS10007822-1?$JPEG$,Picture,เสื้อเชิ้ตแขนสั้นผู้ชาย ทรงพอดีตัว,EMILIO_VALENTINO,"เสื้อเชิ้ตแขนสั้นผู้ชาย ทรงพอดีตัว
เสื้อเชิ้ตแขนสั้นจากแบรนด์ EMILIO VALENTINO ทรงพอดีตัว ผลิตจากเนื้อผ้าฝ้ายคุณภาพดี สวมใส่สบายระบายอากาศ พร้อมมากระเป๋าแบบเปิดที่หน้าอก สวมใส่ได้หลายโอกาสทั้งในลุคแคชชวล ทางการ หรือใส่ไปทำงาน

รายละเอียดผลิตภัณฑ์


วิธีดูแลรักษา : ซักเครื่อง,ซักมือ
เหมาะกับกิจกรรม : ทั่วไป
โอกาสที่สวมใส่ : ทางการ
เพศ : ผู้ชาย
อายุ : ผู้ใหญ่
สี : น้ำตาล
มาตรฐานไซส์ : US
ขนาดเสื้อผ้า : M
วัสดุผ้า : ฝ้าย/ คอตตอน


คำแนะนำ:สีของผลิตภัณฑ์ที่แสดงบนเว็บไซต์อาจมีความแตกต่างกัน จากการตั้งค่าการแสดงผลของแต่ละหน้าจอ
",M,990,,,
Men,,CDS10007839,https://assets.central.co.th/emiliovalentino-menshirtregularfitshortsleeve-CDS10007839-1?$JPEG$,Picture,เสื้อเชิ้ตแขนสั้นผู้ชาย ทรงพอดีตัว,EMILIO_VALENTINO,"เสื้อเชิ้ตแขนสั้นผู้ชาย ทรงพอดีตัว
เสื้อเชิ้ตแขนสั้นจากแบรนด์ EMILIO VALENTINO ทรงพอดีตัว ผลิตจากเนื้อผ้าฝ้ายคุณภาพดี สวมใส่สบายระบายอากาศ พร้อมมากระเป๋าแบบเปิดที่หน้าอก สวมใส่ได้หลายโอกาสทั้งในลุคแคชชวล ทางการ หรือใส่ไปทำงาน

รายละเอียดผลิตภัณฑ์


วิธีดูแลรักษา : ซักเครื่อง,ซักมือ
เหมาะกับกิจกรรม : ทั่วไป
โอกาสที่สวมใส่ : ทางการ
เพศ : ผู้ชาย
อายุ : ผู้ใหญ่
สี : น้ำตาล
มาตรฐานไซส์ : US
ขนาดเสื้อผ้า : L
วัสดุผ้า : ฝ้าย/ คอตตอน


คำแนะนำ:สีของผลิตภัณฑ์ที่แสดงบนเว็บไซต์อาจมีความแตกต่างกัน จากการตั้งค่าการแสดงผลของแต่ละหน้าจอ
",L,990,,,
Men,,CDS10007846,https://assets.central.co.th/emiliovalentino-menshirtregularfitshortsleeve-CDS10007846-1?$JPEG$,Picture,เสื้อเชิ้ตแขนสั้นผู้ชาย ทรงพอดีตัว,EMILIO_VALENTINO,"เสื้อเชิ้ตแขนสั้นผู้ชาย ทรงพอดีตัว
เสื้อเชิ้ตแขนสั้นจากแบรนด์ EMILIO VALENTINO ทรงพอดีตัว ผลิตจากเนื้อผ้าฝ้ายคุณภาพดี สวมใส่สบายระบายอากาศ พร้อมมากระเป๋าแบบเปิดที่หน้าอก สวมใส่ได้หลายโอกาสทั้งในลุคแคชชวล ทางการ หรือใส่ไปทำงาน

รายละเอียดผลิตภัณฑ์


วิธีดูแลรักษา : ซักเครื่อง,ซักมือ
เหมาะกับกิจกรรม : ทั่วไป
โอกาสที่สวมใส่ : ทางการ
เพศ : ผู้ชาย
อายุ : ผู้ใหญ่
สี : น้ำตาล
มาตรฐานไซส์ : US
ขนาดเสื้อผ้า : XL
วัสดุผ้า : ฝ้าย/ คอตตอน


คำแนะนำ:สีของผลิตภัณฑ์ที่แสดงบนเว็บไซต์อาจมีความแตกต่างกัน จากการตั้งค่าการแสดงผลของแต่ละหน้าจอ
",XL,990,,,
Men,,CDS10007853,https://assets.central.co.th/emiliovalentino-menshirtregularfitshortsleeve-CDS10007853-1?$JPEG$,Picture,เสื้อเชิ้ตแขนสั้นผู้ชาย ทรงพอดีตัว,EMILIO_VALENTINO,"เสื้อเชิ้ตแขนสั้นผู้ชาย ทรงพอดีตัว
เสื้อเชิ้ตแขนสั้นจากแบรนด์ EMILIO VALENTINO ทรงพอดีตัว ผลิตจากเนื้อผ้าฝ้ายคุณภาพดี สวมใส่สบายระบายอากาศ พร้อมมากระเป๋าแบบเปิดที่หน้าอก สวมใส่ได้หลายโอกาสทั้งในลุคแคชชวล ทางการ หรือใส่ไปทำงาน

รายละเอียดผลิตภัณฑ์


วิธีดูแลรักษา : ซักเครื่อง,ซักมือ
เหมาะกับกิจกรรม : ทั่วไป
โอกาสที่สวมใส่ : ทางการ
เพศ : ผู้ชาย
อายุ : ผู้ใหญ่
สี : น้ำตาล
มาตรฐานไซส์ : US
ขนาดเสื้อผ้า : 2XL
วัสดุผ้า : ฝ้าย/ คอตตอน


คำแนะนำ:สีของผลิตภัณฑ์ที่แสดงบนเว็บไซต์อาจมีความแตกต่างกัน จากการตั้งค่าการแสดงผลของแต่ละหน้าจอ
",2XL,990,,,
Men,,CDS10017395,https://assets.central.co.th/adobe/dynamicmedia/deliver/dm-aid--17c6b7d1-5e74-42b6-9d0c-2721536b5226/sanrio-boytoddlerjoggersprintedpochacco-cds10017395-1.jpg?quality=85&preferwebp=true,Picture,กางเกงจ็อกเกอร์เด็กเล็กผู้ชายพิมพ์ลาย Pochacco สีเทา,SANRIO,"กางเกงจ็อกเกอร์เด็กเล็กผู้ชายพิมพ์ลาย Pochacco
เติมสีสันให้ตู้เสื้อผ้าของลูกคุณด้วยกางเกงจ็อกเกอร์จากแบรนด์ SANRIO&nbsp;ตัดเย็บจากผ้าคอตตอนชั้นดีด้วยความประณีต สวมใส่สบาย ให้ลูกของคุณมีความมั่นใจได้ในทุกที่ทุกเวลา ทำความสะอาดได้ง่ายและซักด้วยเครื่องซักผ้าได้ สามารถหยิบใส่ได้ง่ายๆ ในทุกวันจากตู้เสื้อผ้าเพราะออกแบบมาให้มีความพอดีตัวกับทุกคน มีหลากหลายขนาดให้เลือกซื้อ อีกทั้งยังสามารถเข้าได้กับทุกรูปแบบของการแต่งกายไม่ว่าจะใส่คู่กับเสื้อผ้าแบบไหนอย่างไม่ซ้ำใคร

รายละเอียดผลิตภัณฑ์

ข้อควรระวัง : ห้ามใช้น้ำยาซักผ้าขาว
วิธีดูแลรักษา : ซักเครื่อง,ซักมือ,ซักแห้ง
เหมาะกับกิจกรรม : ทั่วไป
โอกาสที่สวมใส่ : ลำลอง
เพศ : เด็กผู้ชาย
อายุ : ทารก
สี : เทา
ขนาดเสื้อผ้า : 70
มาตรฐานไซส์ : JP
คาแรคเตอร์ : Pochacco
คอลเลคชั่น : BBF
วัสดุผ้า : ฝ้าย/ คอตตอน


คำแนะนำ:สีของผลิตภัณฑ์ที่แสดงบนเว็บไซต์อาจมีความแตกต่างกัน จากการตั้งค่าการแสดงผลของแต่ละหน้าจอ",70_JP,890,,,
Men,,CDS10017401,https://assets.central.co.th/adobe/dynamicmedia/deliver/dm-aid--468249f2-e8ce-49b5-a355-05a4ac288987/sanrio-boytoddlerjoggersprintedpochacco-cds10017401-1.jpg?quality=85&preferwebp=true,Picture,กางเกงจ็อกเกอร์เด็กเล็กผู้ชายพิมพ์ลาย Pochacco สีเทา,SANRIO,"กางเกงจ็อกเกอร์เด็กเล็กผู้ชายพิมพ์ลาย Pochacco
เติมสีสันให้ตู้เสื้อผ้าของลูกคุณด้วยกางเกงจ็อกเกอร์จากแบรนด์ SANRIO&nbsp;ตัดเย็บจากผ้าคอตตอนชั้นดีด้วยความประณีต สวมใส่สบาย ให้ลูกของคุณมีความมั่นใจได้ในทุกที่ทุกเวลา ทำความสะอาดได้ง่ายและซักด้วยเครื่องซักผ้าได้ สามารถหยิบใส่ได้ง่ายๆ ในทุกวันจากตู้เสื้อผ้าเพราะออกแบบมาให้มีความพอดีตัวกับทุกคน มีหลากหลายขนาดให้เลือกซื้อ อีกทั้งยังสามารถเข้าได้กับทุกรูปแบบของการแต่งกายไม่ว่าจะใส่คู่กับเสื้อผ้าแบบไหนอย่างไม่ซ้ำใคร

รายละเอียดผลิตภัณฑ์

ข้อควรระวัง : ห้ามใช้น้ำยาซักผ้าขาว
วิธีดูแลรักษา : ซักเครื่อง,ซักมือ,ซักแห้ง
เหมาะกับกิจกรรม : ทั่วไป
โอกาสที่สวมใส่ : ลำลอง
เพศ : เด็กผู้ชาย
อายุ : เด็กเล็ก
สี : เทา
ขนาดเสื้อผ้า : 80
มาตรฐานไซส์ : JP
คาแรคเตอร์ : Pochacco
คอลเลคชั่น : BBF
วัสดุผ้า : ฝ้าย/ คอตตอน


คำแนะนำ:สีของผลิตภัณฑ์ที่แสดงบนเว็บไซต์อาจมีความแตกต่างกัน จากการตั้งค่าการแสดงผลของแต่ละหน้าจอ",80_JP,890,,,
Men,,CDS10017418,https://assets.central.co.th/adobe/dynamicmedia/deliver/dm-aid--5316d351-a62a-4e95-a7e6-6fe2a712dd76/sanrio-boytoddlerjoggersprintedpochacco-cds10017418-1.jpg?quality=85&preferwebp=true,Picture,กางเกงจ็อกเกอร์เด็กเล็กผู้ชายพิมพ์ลาย Pochacco สีเทา,SANRIO,"กางเกงจ็อกเกอร์เด็กเล็กผู้ชายพิมพ์ลาย Pochacco
เติมสีสันให้ตู้เสื้อผ้าของลูกคุณด้วยกางเกงจ็อกเกอร์จากแบรนด์ SANRIO&nbsp;ตัดเย็บจากผ้าคอตตอนชั้นดีด้วยความประณีต สวมใส่สบาย ให้ลูกของคุณมีความมั่นใจได้ในทุกที่ทุกเวลา ทำความสะอาดได้ง่ายและซักด้วยเครื่องซักผ้าได้ สามารถหยิบใส่ได้ง่ายๆ ในทุกวันจากตู้เสื้อผ้าเพราะออกแบบมาให้มีความพอดีตัวกับทุกคน มีหลากหลายขนาดให้เลือกซื้อ อีกทั้งยังสามารถเข้าได้กับทุกรูปแบบของการแต่งกายไม่ว่าจะใส่คู่กับเสื้อผ้าแบบไหนอย่างไม่ซ้ำใคร

รายละเอียดผลิตภัณฑ์

ข้อควรระวัง : ห้ามใช้น้ำยาซักผ้าขาว
วิธีดูแลรักษา : ซักเครื่อง,ซักมือ,ซักแห้ง
เหมาะกับกิจกรรม : ทั่วไป
โอกาสที่สวมใส่ : ลำลอง
เพศ : เด็กผู้ชาย
อายุ : เด็กเล็ก
สี : เทา
ขนาดเสื้อผ้า : 85
มาตรฐานไซส์ : JP
คาแรคเตอร์ : Pochacco
คอลเลคชั่น : BBF
วัสดุผ้า : ฝ้าย/ คอตตอน


คำแนะนำ:สีของผลิตภัณฑ์ที่แสดงบนเว็บไซต์อาจมีความแตกต่างกัน จากการตั้งค่าการแสดงผลของแต่ละหน้าจอ",85_JP,890,,,
Men,,CDS10017463,https://assets.central.co.th/adobe/dynamicmedia/deliver/dm-aid--f70572cd-15a3-41d6-9b86-4a8bc7fd8e0a/sanrio-boytoddlerjoggersprintedpochacco-cds10017463-1.jpg?quality=85&preferwebp=true,Picture,กางเกงจ็อกเกอร์เด็กเล็กผู้ชายพิมพ์ลาย Pochacco สีเทา,SANRIO,"กางเกงจ็อกเกอร์เด็กเล็กผู้ชายพิมพ์ลาย Pochacco
เติมสีสันให้ตู้เสื้อผ้าของลูกคุณด้วยกางเกงจ็อกเกอร์จากแบรนด์ SANRIO&nbsp;ตัดเย็บจากผ้าคอตตอนชั้นดีด้วยความประณีต สวมใส่สบาย ให้ลูกของคุณมีความมั่นใจได้ในทุกที่ทุกเวลา ทำความสะอาดได้ง่ายและซักด้วยเครื่องซักผ้าได้ สามารถหยิบใส่ได้ง่ายๆ ในทุกวันจากตู้เสื้อผ้าเพราะออกแบบมาให้มีความพอดีตัวกับทุกคน มีหลากหลายขนาดให้เลือกซื้อ อีกทั้งยังสามารถเข้าได้กับทุกรูปแบบของการแต่งกายไม่ว่าจะใส่คู่กับเสื้อผ้าแบบไหนอย่างไม่ซ้ำใคร

รายละเอียดผลิตภัณฑ์

ข้อควรระวัง : ห้ามใช้น้ำยาซักผ้าขาว
วิธีดูแลรักษา : ซักเครื่อง,ซักมือ,ซักแห้ง
เหมาะกับกิจกรรม : ทั่วไป
โอกาสที่สวมใส่ : ลำลอง
เพศ : เด็กผู้ชาย
อายุ : เด็กเล็ก
สี : เทา
ขนาดเสื้อผ้า : 90
มาตรฐานไซส์ : JP
คาแรคเตอร์ : Pochacco
คอลเลคชั่น : BBF
วัสดุผ้า : ฝ้าย/ คอตตอน


คำแนะนำ:สีของผลิตภัณฑ์ที่แสดงบนเว็บไซต์อาจมีความแตกต่างกัน จากการตั้งค่าการแสดงผลของแต่ละหน้าจอ",90_JP,890,,,
Men,,CDS10017470,https://assets.central.co.th/adobe/dynamicmedia/deliver/dm-aid--1f64eb89-505b-44c3-a22c-26b41c97a1a0/sanrio-boytoddlerjoggersprintedpochacco-cds10017470-1.jpg?quality=85&preferwebp=true,Picture,กางเกงจ็อกเกอร์เด็กเล็กผู้ชายพิมพ์ลาย Pochacco สีเทา,SANRIO,"กางเกงจ็อกเกอร์เด็กเล็กผู้ชายพิมพ์ลาย Pochacco
เติมสีสันให้ตู้เสื้อผ้าของลูกคุณด้วยกางเกงจ็อกเกอร์จากแบรนด์ SANRIO&nbsp;ตัดเย็บจากผ้าคอตตอนชั้นดีด้วยความประณีต สวมใส่สบาย ให้ลูกของคุณมีความมั่นใจได้ในทุกที่ทุกเวลา ทำความสะอาดได้ง่ายและซักด้วยเครื่องซักผ้าได้ สามารถหยิบใส่ได้ง่ายๆ ในทุกวันจากตู้เสื้อผ้าเพราะออกแบบมาให้มีความพอดีตัวกับทุกคน มีหลากหลายขนาดให้เลือกซื้อ อีกทั้งยังสามารถเข้าได้กับทุกรูปแบบของการแต่งกายไม่ว่าจะใส่คู่กับเสื้อผ้าแบบไหนอย่างไม่ซ้ำใคร

รายละเอียดผลิตภัณฑ์

ข้อควรระวัง : ห้ามใช้น้ำยาซักผ้าขาว
วิธีดูแลรักษา : ซักเครื่อง,ซักมือ,ซักแห้ง
เหมาะกับกิจกรรม : ทั่วไป
โอกาสที่สวมใส่ : ลำลอง
เพศ : เด็กผู้ชาย
อายุ : เด็กเล็ก
สี : เทา
ขนาดเสื้อผ้า : 95
มาตรฐานไซส์ : JP
คาแรคเตอร์ : Pochacco
คอลเลคชั่น : BBF
วัสดุผ้า : ฝ้าย/ คอตตอน


คำแนะนำ:สีของผลิตภัณฑ์ที่แสดงบนเว็บไซต์อาจมีความแตกต่างกัน จากการตั้งค่าการแสดงผลของแต่ละหน้าจอ",95_JP,890,,,
Men,,CDS10017487,https://assets.central.co.th/adobe/dynamicmedia/deliver/dm-aid--6bc79dee-b3c2-4d79-8dee-0b056022df99/sanrio-boytoddlerjoggersprintedpochacco-cds10017487-1.jpg?quality=85&preferwebp=true,Picture,กางเกงจ็อกเกอร์เด็กเล็กผู้ชายพิมพ์ลาย Pochacco สีเทา,SANRIO,"กางเกงจ็อกเกอร์เด็กเล็กผู้ชายพิมพ์ลาย Pochacco
เติมสีสันให้ตู้เสื้อผ้าของลูกคุณด้วยกางเกงจ็อกเกอร์จากแบรนด์ SANRIO&nbsp;ตัดเย็บจากผ้าคอตตอนชั้นดีด้วยความประณีต สวมใส่สบาย ให้ลูกของคุณมีความมั่นใจได้ในทุกที่ทุกเวลา ทำความสะอาดได้ง่ายและซักด้วยเครื่องซักผ้าได้ สามารถหยิบใส่ได้ง่ายๆ ในทุกวันจากตู้เสื้อผ้าเพราะออกแบบมาให้มีความพอดีตัวกับทุกคน มีหลากหลายขนาดให้เลือกซื้อ อีกทั้งยังสามารถเข้าได้กับทุกรูปแบบของการแต่งกายไม่ว่าจะใส่คู่กับเสื้อผ้าแบบไหนอย่างไม่ซ้ำใคร

รายละเอียดผลิตภัณฑ์

ข้อควรระวัง : ห้ามใช้น้ำยาซักผ้าขาว
วิธีดูแลรักษา : ซักเครื่อง,ซักมือ,ซักแห้ง
เหมาะกับกิจกรรม : ทั่วไป
โอกาสที่สวมใส่ : ลำลอง
เพศ : เด็กผู้ชาย
อายุ : เด็กเล็ก
สี : เทา
ขนาดเสื้อผ้า : 100
มาตรฐานไซส์ : JP
คาแรคเตอร์ : Pochacco
คอลเลคชั่น : BBF
วัสดุผ้า : ฝ้าย/ คอตตอน


คำแนะนำ:สีของผลิตภัณฑ์ที่แสดงบนเว็บไซต์อาจมีความแตกต่างกัน จากการตั้งค่าการแสดงผลของแต่ละหน้าจอ",100_JP,890,,,
